Program,ess_identifier,Contract ID,Site Code,Site Description,ESA Code,ESA Name,State,specialist_site_type_code
DMS,8913611119,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
ESS,7896847209,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,4504193007,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,
DMS,9539968809,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,
DMS,7457629609,0212830B,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,
DMS,4214533003,0212855K,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,AALL
DMS,4504308809,0212797F,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,
DMS,5590464004,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,8471113909,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,4695457909,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
ESS,584310,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,5254171209,0212823C,MN07,AimBig Employment SUNSHINE WEST,4WES,Western Victoria,VIC,
DMS,9095099209,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MENH
DMS,6370928109,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL
ESS,2965952003,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,4028975909,0212845J,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,
ESS,3106622309,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL
ESS,3518664809,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,9619985019,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK
ESS,3000928509,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,4363107003,0212851G,NW87,AimBig Employment RYDE,4NOS,Northern Sydney,NSW,
DMS,3670259509,0212800G,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,MENH
DMS,1652280,0212790K,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,
DMS,3307732709,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
DMS,1916350,0212835G,MM47,AimBig Employment DEAKIN,4ACQ,South East Sydney,ACT,
DMS,4242995509,,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,
DMS,1715830,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,
DMS,2028780,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,
DMS,4120450409,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
ESS,2331410,,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,
ESS,1662590,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
ESS,2185070,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,4260190,0212824D,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,
ESS,324231004,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL
DMS,2343750,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL
DMS,17500002,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL
DMS,330583209,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,
DMS,337954019,0212821A,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,
DMS,2118140,0212800G,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,
DMS,338002609,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,
ESS,51388509,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,
DMS,345994003,0212855K,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,
DMS,2384409,0212838K,AB41,AimBig Employment ROMA,4WDO,QLD South and West,QLD,
ESS,37997003,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,
DMS,7626235709,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
DMS,453761003,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,
DMS,7626162109,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,471213609,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,
ESS,9587575809,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
DMS,470024909,0212794C,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
DMS,625992003,0212814B,AE21,AimBig Employment GUNNEDAH,4KEE,Northern NSW,NSW,
DMS,428978109,0212812K,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,
DMS,654221003,0212870K,ML27,AimBig Employment DUBBO,4ORA,Northern NSW,NSW,
DMS,472385709,0212791K,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,
DMS,741954409,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,
DMS,453640009,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
DMS,831936309,0212821A,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,
DMS,453818209,0212851G,ML97,AimBig Employment BROOKVALE,4NOS,Northern Sydney,NSW,
ESS,824318009,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,494502019,0212833E,MM57,AimBig Employment JOONDALUP,4NOM,Western Australia,WA,MENH
ESS,522554309,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
ESS,7471884509,0212883D,AE21,AimBig Employment GUNNEDAH,4KEE,Northern NSW,NSW,
DMS,577253709,0212830B,AC81,AimBig Employment WANGURI,4DAR,Northern Territory,NT,
DMS,7523365109,0212841E,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,669755019,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,
DMS,7779948909,0212861J,AC61,AimBig Employment GLENORCHY,4HOB,Tasmania,TAS,
DMS,607428003,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
DMS,7540655109,0212794C,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
DMS,9715338609,0212820K,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,MENH
DMS,6079301007,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,
DMS,9704990209,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,536024109,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
ESS,6684000004,0212879H,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,
DMS,569761005,0212791K,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,MENH
DMS,4543290509,0212843G,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,
ESS,4511991003,,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,608930006,0212861J,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,
DMS,4220434119,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
ESS,627040006,0212892E,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,
ESS,575444019,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
ESS,4330919609,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,559124209,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL
DMS,4841209309,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,
DMS,586832003,0212812K,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,
ESS,54212007,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
ESS,8102287009,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,70044109,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,
ESS,7622505003,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,
DMS,139543003,0212805A,MN97,AimBig Employment HYDE PARK,4TOW,QLD North,QLD,
ESS,6173228009,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,
ESS,91408003,0212897K,AB41,AimBig Employment ROMA,4WDO,QLD South and West,QLD,AALL
ESS,168030509,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,
ESS,7847782209,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,436699709,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,
DMS,7606189609,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
ESS,428214409,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL
DMS,8126697109,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MENH
DMS,486175509,0212823C,MN07,AimBig Employment SUNSHINE WEST,4WES,Western Victoria,VIC,
ESS,5520902109,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,
ESS,8028032109,0212891D,AC81,AimBig Employment TIWI,4DAR,Northern Territory,NT,
ESS,5974644004,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,8034681003,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL
ESS,7641451309,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,
DMS,6025457003,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL
DMS,7231173119,0212796E,MO57,AimBig Employment UPPER MOUNT GRAVATT,4SOB,QLD South and West,QLD,
DMS,248067209,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,
DMS,7214520001,0212830B,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,
DMS,5581567009,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,
DMS,7225158809,,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
DMS,6929651509,0212842F,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,
ESS,7691221909,0212881B,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,
DMS,7573630019,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
DMS,5664116409,0212845J,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,
DMS,538195409,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL
DMS,7352211119,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,
ESS,596705809,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,230903119,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,
DMS,4459828003,0212845J,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,
ESS,528387809,0212881B,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,
ESS,643635609,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,
ESS,3153500,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
DMS,4463041004,0212819G,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,
ESS,245320004,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
DMS,849693809,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
DMS,273155909,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,
ESS,798980509,0212891D,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,
ESS,5249250509,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
ESS,899620019,,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,310192119,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,
DMS,129791004,0212794C,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
DMS,782849609,0212826F,AD61,AimBig Employment NAMBUCCA HEADS,4COH,Northern NSW,NSW,
DMS,836537209,0212828H,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL
DMS,659293809,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,
ESS,145752209,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,7727609509,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,8270746309,0212861J,AC41,AimBig Employment HUONVILLE,4HOB,Tasmania,TAS,
ESS,607100709,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL
DMS,7749431003,0212841E,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,137244309,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL
DMS,7774601809,0212827G,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
ESS,575396409,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
ESS,8097462019,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,292778909,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL
ESS,912078909,0212888J,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
DMS,619883909,0212797F,MO57,AimBig Employment UPPER MOUNT GRAVATT,4SOB,QLD South and West,QLD,
ESS,795844509,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL
ESS,138902209,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,853820509,0212791K,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,
DMS,667812409,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
ESS,920344004,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,861328609,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,
ESS,173769509,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
DMS,700140909,0212859D,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,
DMS,813387003,0212800G,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,
ESS,927813109,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,
ESS,179901309,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,
DMS,872604109,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL
ESS,7611927409,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,930174019,0212833E,MM57,AimBig Employment JOONDALUP,4NOM,Western Australia,WA,
DMS,237509909,0212842F,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,
DMS,844258809,0212865B,AC31,Aimbig Employment LAUNCESTON,4LAU,Tasmania,TAS,
ESS,7884695809,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL
DMS,8300953007,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH
ESS,482346309,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,7301640909,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
ESS,7860059609,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL
DMS,7167490309,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,
DMS,500047609,0212859D,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,
DMS,691709019,0212849B,AA11,AimBig Employment INGLEBURN,4MAC,South Western Sydney,NSW,
DMS,8427270003,0212794C,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,
DMS,602112409,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MENH
DMS,615551509,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,590632109,0212838K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,
DMS,621778709,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
ESS,8272770109,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,964887909,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,
ESS,7065472003,0212881B,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,
DMS,861639909,0212812K,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,7767371004,0212797F,MO57,AimBig Employment UPPER MOUNT GRAVATT,4SOB,QLD South and West,QLD,
ESS,910365509,0212898K,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,
ESS,8055014309,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,
ESS,876363019,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,7841224003,0212829J,AD11,AimBig Employment LISMORE,4RIC,Northern NSW,NSW,
DMS,7345243003,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,7539991003,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL
DMS,7828357909,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
DMS,8639311003,0212842F,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,
ESS,8611759019,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
ESS,7078191409,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
DMS,8244031004,0212874C,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,
DMS,5690110004,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
ESS,8242830119,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,
ESS,7594505309,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,5579605509,,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
ESS,7740916003,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL
DMS,1282343809,0212861J,AC71,AimBig Employment ROSNY PARK,4HOB,Tasmania,TAS,
DMS,8816815909,,NULL,NULL,4ORA,NULL,NULL,
DMS,294303409,0212814B,AE21,AimBig Employment GUNNEDAH,4KEE,Northern NSW,NSW,AALL
ESS,8066364007,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,396060019,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL
DMS,8345095109,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
DMS,1272832119,0212835G,MM47,AimBig Employment DEAKIN,4ACQ,South East Sydney,ACT,
DMS,397802007,0212806B,MN87,AimBig Employment SALE,4EAG,Regional Victoria,VIC,
ESS,747602007,,AB91,AimBig Employment GEELONG,4GEE,South Victoria,VIC,
DMS,8091570119,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,660384909,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,946100002,0212836H,MM47,AimBig Employment DEAKIN,4ACQ,South East Sydney,ACT,
DMS,981822909,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
ESS,1097449809,0212885F,AE01,AimBig Employment SINGLETON,4UPH,Newcastle/Hunter,NSW,
DMS,671340003,0212849B,AA11,AimBig Employment INGLEBURN,4MAC,South Western Sydney,NSW,
DMS,7647780209,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,981832609,0212814B,AE21,AimBig Employment GUNNEDAH,4KEE,Northern NSW,NSW,
DMS,637920003,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
ESS,994315309,0212900K,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,AALL
DMS,747163003,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL
DMS,929098209,,NULL,NULL,4GOC,NULL,NULL,
ESS,7263517909,0212879H,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,
ESS,7629774509,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL
ESS,1114822003,0212891D,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,
DMS,7841352509,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL
DMS,7633478209,0212861J,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,AALL
ESS,7370134609,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
DMS,7323507309,0212849B,AA11,AimBig Employment INGLEBURN,4MAC,South Western Sydney,NSW,
ESS,7856678809,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,8174141009,0212820K,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,
DMS,7388741008,0212830B,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL
DMS,1285516019,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
DMS,7656008409,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL
DMS,7818393003,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
DMS,8099934109,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
DMS,8729270003,0212796E,MO57,AimBig Employment UPPER MOUNT GRAVATT,4SOB,QLD South and West,QLD,
DMS,8748048609,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,
DMS,4937869409,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,
DMS,8905151709,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,
ESS,7922400909,0212881B,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,
DMS,9361376109,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,
DMS,8966314609,0212800G,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,
DMS,8796771004,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,MENH
DMS,5038636003,0212841E,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
ESS,9270311003,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL
DMS,8798061007,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,
DMS,9345741709,0212812K,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL
DMS,8447744509,0212816D,AE01,AimBig Employment SINGLETON,4UPH,Newcastle/Hunter,NSW,AALL
DMS,9414176009,,NULL,NULL,4GOC,NULL,NULL,
DMS,5042802609,0212838K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,
DMS,846822003,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
ESS,8496836309,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,870021008,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,
DMS,9726074003,0212856A,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,
DMS,862896019,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
DMS,258511007,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,MENH
ESS,7928875809,,NULL,NULL,4DAR,NULL,NULL,
ESS,875355004,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
DMS,6235505909,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
DMS,6228951609,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
DMS,947661003,0212842F,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,
DMS,299026509,0212830B,AC81,AimBig Employment WANGURI,4DAR,Northern Territory,NT,
ESS,6343615019,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,1112547109,0212816D,AE01,AimBig Employment SINGLETON,4UPH,Newcastle/Hunter,NSW,
ESS,950033019,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,
DMS,540948019,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
ESS,6755672909,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
ESS,1036510109,0212897K,AB41,AimBig Employment ROMA,4WDO,QLD South and West,QLD,
ESS,7444230109,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
DMS,6819991909,0212820K,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,
DMS,1186325409,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
DMS,971320009,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
DMS,6498977509,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL
