,Program,JOB_SEEKER_ID,CONTRACT_ID,SITE_CODE,SITE_DESCRIPTION,ESA_CODE,ESA Name,State,SPECIALIST_SITE_TYPE_CODE,Num_13_full,Den_13_full,Num_52,Den_52
2994,DMS,997035019,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,,,,
2995,DMS,7262395909,0212826F,AD61,AimBig Employment NAMBUCCA HEADS,4COH,Northern NSW,NSW,AALL,0.0,8.0,,
2996,DMS,6566686609,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2997,DMS,6613870409,0212872A,ML17,AimBig Employment ORANGE,4PAT,Northern NSW,NSW,MENH,,,,
2998,DMS,7007576003,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,,,,
2999,ESS,4452408709,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
3000,ESS,1308037709,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,0.0,0.0,,
3001,DMS,5016106007,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK,,,,
3002,DMS,4547092409,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
3003,DMS,7963777809,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,0.0,8.0,,
3004,DMS,5617830809,0212838K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
3005,DMS,8678038609,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
3006,DMS,1066199909,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,0.0,0.0,,
3007,DMS,18136120,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,,,,
3008,DMS,13857860,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
3009,DMS,80559609,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
3010,DMS,9828224003,0212829J,AD01,AimBig Employment CASINO,4RIC,Northern NSW,NSW,AALL,,,,
3011,DMS,6703885003,0212849B,AA11,AimBig Employment INGLEBURN,4MAC,South Western Sydney,NSW,AALL,,,,
3012,DMS,19152130,0212802J,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,MENH,,,,
3013,ESS,3803734609,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
3014,DMS,5282463409,0212821A,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MUSK,,,,
3015,DMS,7802806007,0212817E,Y997,AimBig Employment Pty Ltd SUNBURY,4CAL,Northern Victoria,VIC,AALL,,,,
3016,DMS,6180335007,0212822B,MN07,AimBig Employment SUNSHINE,4WES,Western Victoria,VIC,MENH,,,,
3017,ESS,10435830,0212884E,YH67,AimBig Employment CHARLESTOWN,4LOH,Newcastle/Hunter,NSW,AALL,,,,
3018,DMS,6374690004,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
3019,ESS,1540260,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,0.0,0.0,,
3020,DMS,801154109,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
3021,DMS,19784190,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
3022,DMS,6168685309,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,0.0,0.0,,
3023,DMS,5192840,0212805A,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MUSK,1.0,1.0,,
3024,DMS,7604560,0212823C,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MUSK,,,,
3025,DMS,2026252019,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,0.0,8.0,,
3026,DMS,1780975409,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,MENH,,,,
3027,ESS,878729909,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
3028,ESS,453872909,0212884E,YH67,AimBig Employment CHARLESTOWN,4LOH,Newcastle/Hunter,NSW,AALL,1.0,1.0,,
3029,ESS,7909976609,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
3030,DMS,9951056809,0212820K,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MENH,,,,
3031,DMS,9417531003,0212829J,AD11,AimBig Employment LISMORE,4RIC,Northern NSW,NSW,AALL,,,,
3032,DMS,7371549019,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
3033,DMS,6073755109,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,,,,
3034,ESS,586531007,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
3035,DMS,7694136009,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,MENH,,,,
3036,DMS,6545193809,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK,,,,
3037,DMS,4840643809,0212817E,Y997,AimBig Employment Pty Ltd SUNBURY,4CAL,Northern Victoria,VIC,AALL,0.0,0.0,,
3038,DMS,7503421005,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH,,,,
3039,DMS,8001620019,0212821A,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MUSK,,,,
3040,DMS,18283410,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
3041,DMS,133785309,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
3042,DMS,5011668509,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,1.0,1.0,,
3043,DMS,1490820,0212790K,FV28,AimBig Employment NORWOOD,4EAA,South Australia,SA,MUSK,0.0,0.0,,
3044,DMS,4696812007,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
3045,ESS,3637480209,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
3046,DMS,4078770007,0212845J,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,AALL,0.0,8.0,,
3047,DMS,4366270709,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
3048,DMS,5796484909,0212795D,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,,,,
3049,DMS,914280,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,1.0,1.0,,
3050,DMS,9170136007,0212820K,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MENH,,,,
3051,DMS,6380307109,0212811K,MN57,AimBig Employment BUNBURY,4SOU,Western Australia,WA,MUSK,,,,
3052,DMS,6011168109,0212817E,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,,,,
3053,DMS,7539827109,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
3054,DMS,4405046007,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
3055,DMS,8464093809,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,1.0,1.0,,
3056,DMS,7009065019,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK,,,,
3057,ESS,6760460,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
3058,ESS,8749582809,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
3059,ESS,19917360,0212891D,FV38,AimBig Employment DARWIN CITY,4DAR,Northern Territory,NT,AALL,1.0,1.0,,
3060,ESS,20002690,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,0.0,0.0,,
3061,DMS,4830693007,0212793B,FR58,AimBig Employment NERANG,4GOC,QLD South and West,QLD,MENH,,,,
3062,ESS,2076577509,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
3063,ESS,2001338809,0212893F,AC31,Aimbig Employment LAUNCESTON,4LAU,Tasmania,TAS,AALL,1.0,1.0,,
3064,DMS,977634007,0212823C,YA87,AimBig Employment Pty Ltd MELTON,4WES,Western Victoria,VIC,MUSK,,,,
3065,DMS,2053812004,0212802J,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,MENH,,,,
3066,DMS,2249493109,0212871K,ML27,AimBig Employment DUBBO,4ORA,Northern NSW,NSW,MUSK,0.0,8.0,,
3067,DMS,1407230609,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
3068,DMS,6948655007,0212820K,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MENH,0.0,0.0,,
3069,ESS,6694965019,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
3070,ESS,581700,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,1.0,1.0,,
3071,DMS,350350109,0212826F,AD51,AimBig Employment COFFS HARBOUR,4COH,Northern NSW,NSW,AALL,1.0,1.0,,
3072,DMS,6893518409,0212817E,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,0.0,0.0,,
3073,ESS,9043932109,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
3074,DMS,9779190003,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
3075,ESS,8564019,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
3076,DMS,1249478509,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
3077,DMS,3076607209,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
3078,ESS,931343509,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
3079,DMS,7854715009,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MENH,0.0,0.0,,
3080,ESS,7952662109,0212886G,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,,,,
3081,ESS,6550981004,0212879H,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
3082,DMS,6492320409,0212817E,Y997,AimBig Employment Pty Ltd SUNBURY,4CAL,Northern Victoria,VIC,AALL,,,,
3083,ESS,1379089009,0212879H,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
3084,DMS,9185893003,0212828H,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,,,,
3085,DMS,3101975509,0212822B,YA87,AimBig Employment Pty Ltd MELTON,4WES,Western Victoria,VIC,MENH,,,,
3086,ESS,2589661809,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,,,,
3087,DMS,8021772119,0212790K,FV28,AimBig Employment NORWOOD,4EAA,South Australia,SA,MUSK,,,,
3088,DMS,2282661909,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,,,,
3089,DMS,4847522809,0212795D,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,1.0,1.0,,
3090,DMS,9193491004,0212795D,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,0.0,8.0,,
3091,ESS,1679211709,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,0.0,8.0,,
3092,DMS,3983563909,0212822B,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,MENH,0.0,0.0,,
3093,DMS,1868243609,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,,,,
3094,DMS,2787311809,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
3095,DMS,7612550109,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
3096,DMS,6725080019,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,,,,
3097,ESS,1338831109,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
3098,ESS,174721109,0212897K,AB71,AimBig Employment MILES,4WDO,QLD South and West,QLD,AALL,,,,
3099,ESS,6256995019,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
3100,DMS,595700309,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,0.0,0.0,,
3101,ESS,4860912409,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
3102,DMS,2992042609,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
3103,DMS,1220310119,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH,,,,
3104,ESS,19712660,0212886G,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,,,,
3105,DMS,1265756709,0212817E,Y997,AimBig Employment Pty Ltd SUNBURY,4CAL,Northern Victoria,VIC,AALL,,,,
3106,DMS,6750250109,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,1.0,1.0,,
3107,DMS,9698212809,0212853J,Y937,AimBig Employment BLACKTOWN,4OWS,South Western Sydney,NSW,MENH,,,,
3108,DMS,1112638019,0212838K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
3109,DMS,7895781003,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
3110,DMS,6369490007,0212820K,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MENH,,,,
3111,DMS,6855301809,0212799H,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MUSK,,,,
3112,ESS,505311709,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,0.0,8.0,,
3113,DMS,61139109,0212795D,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
3114,DMS,15325790,0212803K,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,MUSK,1.0,1.0,,
3115,DMS,5672376019,0212862K,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,,,,
3116,DMS,604665609,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,0.0,8.0,,
3117,DMS,2181542809,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK,1.0,1.0,,
3118,DMS,7988714109,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
3119,DMS,1998612209,0212817E,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
3120,DMS,9681353109,0212802J,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,MENH,,,,
3121,DMS,7096561509,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,,,,
3122,DMS,9545116709,0212822B,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,MENH,,,,
3123,DMS,3068650006,0212861J,AC61,AimBig Employment GLENORCHY,4HOB,Tasmania,TAS,AALL,0.0,8.0,,
3124,DMS,8770225007,0212862K,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,,,,
3125,DMS,466949409,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,1.0,1.0,,
3126,DMS,18806650,0212855K,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,AALL,,,,
3127,ESS,6921207709,0212881B,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL,,,,
3128,DMS,18381480,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,,,,
3129,DMS,9494953003,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,1.0,1.0,,
3130,DMS,7603408003,0212826F,AD51,AimBig Employment COFFS HARBOUR,4COH,Northern NSW,NSW,AALL,1.0,1.0,,
3131,DMS,2204629019,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
3132,DMS,7824790,0212790K,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MUSK,,,,
3133,DMS,18130140,0212795D,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
3134,DMS,4409854809,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
3135,DMS,10178010,0212817E,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,,,,
3136,DMS,7840297109,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,,,,
3137,ESS,3446210209,0212894G,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,,,,
3138,ESS,2572040,0212891D,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL,0.0,0.0,,
3139,ESS,3328764109,0212895H,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,0.0,0.0,,
3140,DMS,649843019,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,0.0,8.0,,
3141,DMS,8738999909,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,0.0,8.0,,
3142,DMS,523930209,0212826F,AD51,AimBig Employment COFFS HARBOUR,4COH,Northern NSW,NSW,AALL,,,,
3143,DMS,1687720509,0212804K,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MENH,,,,
3144,DMS,9919234019,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
3145,DMS,9598373409,0212820K,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MENH,0.0,0.0,,
3146,DMS,2783049809,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,,,,
3147,ESS,1506758909,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,,,,
3148,DMS,2760286309,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
3149,DMS,3645902003,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,,,,
3150,DMS,1440048309,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,0.0,8.0,,
3151,DMS,2957466909,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,0.0,0.0,,
3152,ESS,2827474003,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
3153,DMS,1528331007,0212820K,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MENH,,,,
3154,DMS,2767743109,0212821A,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,MUSK,,,,
3155,DMS,7467624409,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,,,,
3156,DMS,6697832003,0212840D,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MUSK,,,,
3157,DMS,1713604709,0212821A,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MUSK,,,,
3158,DMS,52343509,0212804K,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MENH,,,,
3159,DMS,5592043019,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
3160,DMS,4626900,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,1.0,1.0,,
3161,DMS,9666214009,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
3162,ESS,4257890,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
3163,DMS,12104670,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
3164,ESS,3714740,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
3165,DMS,5177920019,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH,,,,
3166,DMS,807592019,0212799H,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MUSK,,,,
3167,DMS,8794080609,0212838K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
3168,DMS,836861004,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,0.0,8.0,,
3169,DMS,5185511019,0212822B,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MENH,,,,
3170,ESS,6996818609,0212881B,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,AALL,,,,
3171,DMS,7790438909,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,0.0,0.0,,
3172,ESS,778654309,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,1.0,1.0,,
3173,DMS,3366770009,0212829J,AD11,AimBig Employment LISMORE,4RIC,Northern NSW,NSW,AALL,0.0,0.0,,
3174,DMS,1180690209,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
3175,ESS,211282109,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
3176,ESS,588744509,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,1.0,1.0,,
3177,DMS,8015248709,0212799H,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MUSK,0.0,0.0,,
3178,DMS,5229078709,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH,,,,
3179,DMS,3077330007,0212819G,YA17,AimBig Employment Pty Ltd MORNINGTON,4PEN,South Victoria,VIC,MUSK,,,,
3180,DMS,6218746007,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,1.0,2.0,,
3181,DMS,4187570,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,0.0,0.0,,
3182,DMS,5216892709,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK,,,,
3183,ESS,656790004,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
3184,ESS,1191036709,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
3185,DMS,18614400,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,0.0,0.0,,
3186,DMS,2960125019,0212791K,FW58,AimBig Employment Pty Ltd. SEATON,4WEA,South Australia,SA,MENH,,,,
3187,ESS,4700717909,0212884E,YH67,AimBig Employment CHARLESTOWN,4LOH,Newcastle/Hunter,NSW,AALL,,,,
3188,ESS,7032130001,0212891D,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,AALL,,,,
3189,ESS,8895849409,0212881B,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL,,,,
3190,DMS,7093962909,0212833E,FV68,AimBig Employment OSBORNE PARK,4NOM,Western Australia,WA,MENH,,,,
3191,DMS,4912233019,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,,,,
3192,ESS,12759680,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
3193,DMS,199928109,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,0.0,0.0,,
3194,DMS,9402270004,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
3195,DMS,19082380,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
3196,DMS,4997443007,0212817E,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,,,,
3197,ESS,9285255019,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
3198,DMS,1207950,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MENH,,,,
3199,DMS,6474710007,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,,,,
3200,DMS,856456009,0212862K,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,1.0,1.0,,
3201,DMS,394403309,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
3202,DMS,7061561119,0212868E,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MENH,,,,
3203,ESS,429835109,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
3204,DMS,14555340,0212817E,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
3205,DMS,486596003,0212845J,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,AALL,,,,
3206,ESS,1479498309,0212886G,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,1.0,1.0,,
3207,ESS,3498516003,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,,,,
3208,ESS,2212649409,0212895H,Y977,AimBig Employment Pty Ltd GEELONG,4GEE,South Victoria,VIC,AALL,,,,
3209,DMS,8765292909,0212841E,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,AALL,,,,
3210,DMS,19774990,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,,,,
3211,DMS,9826060,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,1.0,1.0,,
3212,ESS,7349838309,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
3213,DMS,710559019,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,1.0,1.0,,
3214,DMS,8581522004,0212832D,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MUSK,,,,
3215,DMS,82526003,0212854K,Y937,AimBig Employment BLACKTOWN,4OWS,South Western Sydney,NSW,MUSK,,,,
