,Program,JOB_SEEKER_ID,CONTRACT_ID,SITE_CODE,SITE_DESCRIPTION,ESA_CODE,ESA Name,State,SPECIALIST_SITE_TYPE_CODE,Num_13_full,Den_13_full,Num_52,Den_52
2772,DMS,8377546409,0212829J,AD11,AimBig Employment LISMORE,4RIC,Northern NSW,NSW,AALL,0.0,8.0,,
2773,DMS,3790920,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
2774,DMS,8406216909,0212833E,FV68,AimBig Employment OSBORNE PARK,4NOM,Western Australia,WA,MENH,,,,
2775,DMS,8152075109,0212822B,YA67,AimBig Employment Pty Ltd BACCHUS MARSH,4WES,Western Victoria,VIC,MENH,,,,
2776,ESS,5239500,0212898K,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,AALL,,,,
2777,DMS,19457490,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,1.0,1.0,,
2778,ESS,1191350,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
2779,ESS,9986691809,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,0.0,8.0,,
2780,DMS,8885991709,0212821A,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MUSK,,,,
2781,DMS,6612389209,0212845J,NX07,AimBig Employment SYDNEY,4INS,Eastern Sydney,NSW,AALL,,,,
2782,DMS,13150160,0212822B,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,MENH,,,,
2783,DMS,1681360,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2784,DMS,374224809,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,1.0,1.0,,
2785,DMS,6333983409,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MENH,,,,
2786,ESS,3135297309,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2787,DMS,6447958909,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,,,,
2788,DMS,16464980,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,0.0,0.0,,
2789,DMS,6053956109,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,0.0,0.0,,
2790,ESS,83118809,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,1.0,6.0,,
2791,DMS,159890,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK,,,,
2792,DMS,3870941809,0212817E,Y997,AimBig Employment Pty Ltd SUNBURY,4CAL,Northern Victoria,VIC,AALL,,,,
2793,DMS,2437212809,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,0.0,0.0,,
2794,DMS,919584409,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
2795,DMS,8483020007,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2796,DMS,1650203009,0212796E,MO57,AimBig Employment UPPER MOUNT GRAVATT,4SOB,QLD South and West,QLD,MENH,,,,
2797,DMS,9098431019,0212822B,YA67,AimBig Employment Pty Ltd BACCHUS MARSH,4WES,Western Victoria,VIC,MENH,,,,
2798,DMS,2358192009,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
2799,DMS,6708375004,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
2800,ESS,3555780005,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,0.0,0.0,,
2801,DMS,1046270,0212859D,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MENH,0.0,8.0,,
2802,DMS,6755610005,0212790K,FV28,AimBig Employment NORWOOD,4EAA,South Australia,SA,MUSK,,,,
2803,DMS,2463191119,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2804,DMS,5701524109,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2805,DMS,5497082009,0212812K,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL,,,,
2806,ESS,4703580609,0212904D,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,AALL,,,,
2807,ESS,628572009,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
2808,DMS,3980471809,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2809,DMS,5703381809,0212840D,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MUSK,,,,
2810,ESS,19525740,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,,,,
2811,DMS,863730509,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
2812,DMS,2274215003,0212841E,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,AALL,,,,
2813,ESS,2237731509,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
2814,DMS,6332830003,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2815,ESS,18687940,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,,,,
2816,DMS,9306692019,0212790K,FV28,AimBig Employment NORWOOD,4EAA,South Australia,SA,MUSK,,,,
2817,DMS,14415430,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
2818,ESS,7700931709,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,0.0,8.0,,
2819,ESS,11206509,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
2820,ESS,3294094109,0212904D,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,AALL,,,,
2821,DMS,9587390004,0212838K,AB41,AimBig Employment ROMA,4WDO,QLD South and West,QLD,AALL,0.0,0.0,,
2822,DMS,10416730,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
2823,DMS,11841000,0212822B,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MENH,,,,
2824,DMS,10423580,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
2825,ESS,5706946909,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,0.0,8.0,,
2826,DMS,4138870,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,0.0,8.0,,
2827,DMS,9680132119,0212793B,FR58,AimBig Employment NERANG,4GOC,QLD South and West,QLD,MENH,0.0,8.0,,
2828,DMS,2594294009,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK,,,,
2829,DMS,6839394019,0212802J,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,MENH,,,,
2830,ESS,18852710,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2831,DMS,295644509,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
2832,DMS,9852073509,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
2833,ESS,7942483019,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2834,DMS,1140182019,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
2835,ESS,9561620006,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2836,DMS,8402383209,0212815C,YH67,AimBig Employment CHARLESTOWN,4LOH,Newcastle/Hunter,NSW,AALL,,,,
2837,DMS,8402829409,0212838K,AB71,AimBig Employment MILES,4WDO,QLD South and West,QLD,AALL,,,,
2838,DMS,4010578019,0212853J,Y937,AimBig Employment BLACKTOWN,4OWS,South Western Sydney,NSW,MENH,,,,
2839,DMS,645238909,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,,,,
2840,DMS,4055196609,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
2841,DMS,5575775004,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,0.0,8.0,,
2842,DMS,8989400001,0212830B,FV38,AimBig Employment DARWIN CITY,4DAR,Northern Territory,NT,AALL,,,,
2843,DMS,2825968409,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
2844,DMS,4625501019,0212859D,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MENH,,,,
2845,DMS,4411936019,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
2846,ESS,4427949509,0212903C,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
2847,DMS,7823136309,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,1.0,1.0,,
2848,ESS,655966809,0212879H,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,0.0,8.0,,
2849,DMS,7446632003,0212819G,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MUSK,,,,
2850,ESS,5790260,0212898K,NW77,AimBig Employment HORNSBY,4CWS,Northern Sydney,NSW,AALL,0.0,3.0,,
2851,DMS,8110683409,0212845J,NX07,AimBig Employment SYDNEY,4INS,Eastern Sydney,NSW,AALL,,,,
2852,DMS,9498091007,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
2853,DMS,13227309,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2854,ESS,13077980,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,1.0,5.0,,
2855,DMS,924262109,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2856,DMS,114880409,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
2857,ESS,18300480,0212895H,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,,,,
2858,ESS,13397540,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,,,,
2859,ESS,2220386609,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2860,DMS,4602620909,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,MENH,,,,
2861,DMS,2421908109,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,0.0,0.0,,
2862,ESS,946160909,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,,,,
2863,DMS,1218034909,0212820K,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MENH,,,,
2864,DMS,5051046309,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,MENH,,,,
2865,DMS,3570382119,0212802J,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,MENH,,,,
2866,ESS,7265078209,0212893F,AC31,Aimbig Employment LAUNCESTON,4LAU,Tasmania,TAS,AALL,,,,
2867,DMS,5665777609,0212869F,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MUSK,,,,
2868,ESS,1330141003,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,0.0,8.0,,
2869,DMS,318059209,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,MENH,,,,
2870,DMS,6108730004,0212804K,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MENH,,,,
2871,ESS,4162023003,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2872,DMS,9669000309,0212819G,YA17,AimBig Employment Pty Ltd MORNINGTON,4PEN,South Victoria,VIC,MUSK,,,,
2873,ESS,5308637709,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2874,DMS,6109996209,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
2875,DMS,3240445019,0212840D,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MUSK,,,,
2876,ESS,4885073009,0212886G,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
2877,DMS,5542775409,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,,,,
2878,ESS,2631394909,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
2879,DMS,1221862003,0212839K,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MENH,,,,
2880,DMS,7800150007,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,1.0,1.0,,
2881,DMS,5129297909,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
2882,DMS,4330344007,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
2883,DMS,150702004,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
2884,DMS,6503484909,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,0.0,8.0,,
2885,ESS,5211488309,0212898K,NW77,AimBig Employment HORNSBY,4CWS,Northern Sydney,NSW,AALL,,,,
2886,DMS,8606234509,0212814B,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,AALL,1.0,5.0,,
2887,DMS,4897256109,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH,,,,
2888,DMS,6915952004,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,0.0,0.0,,
2889,DMS,1964190007,0212817E,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,,,,
2890,DMS,8799172009,0212812K,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,AALL,,,,
2891,ESS,9230274003,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
2892,DMS,2164556709,0212854K,Y937,AimBig Employment BLACKTOWN,4OWS,South Western Sydney,NSW,MUSK,,,,
2893,ESS,4163749809,0212886G,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,1.0,1.0,,
2894,ESS,4153462003,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
2895,DMS,9844800019,0212804K,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MENH,,,,
2896,ESS,8458274109,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,,,,
2897,DMS,8929977709,0212791K,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,MENH,,,,
2898,DMS,2164700,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,0.0,0.0,,
2899,ESS,5569990,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
2900,DMS,2415800,0212841E,NW77,AimBig Employment HORNSBY,4CWS,Northern Sydney,NSW,AALL,0.0,0.0,,
2901,DMS,5546640309,0212791K,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,MENH,,,,
2902,DMS,945101309,0212822B,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MENH,1.0,1.0,,
2903,ESS,18712450,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
2904,DMS,7581141007,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MENH,0.0,0.0,,
2905,DMS,7467362309,0212802J,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,MENH,,,,
2906,DMS,5265175309,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
2907,DMS,898145509,0212836H,MM47,AimBig Employment DEAKIN,4ACQ,South East Sydney,ACT,MUSK,,,,
2908,DMS,597558209,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MENH,1.0,1.0,,
2909,DMS,3277633003,0212843G,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,MUSK,0.0,0.0,,
2910,DMS,5215633909,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
2911,DMS,6385260003,0212828H,FX88,AimBig Employment Pty Ltd. ARMIDALE,4NEE,Northern NSW,NSW,AALL,,,,
2912,ESS,7027310004,0212897K,AB71,AimBig Employment MILES,4WDO,QLD South and West,QLD,AALL,,,,
2913,DMS,19591430,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
2914,DMS,1523335019,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK,,,,
2915,DMS,9049796709,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
2916,ESS,9422900003,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
2917,DMS,2344800007,0212817E,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,,,,
2918,DMS,4600092309,0212838K,AB71,AimBig Employment MILES,4WDO,QLD South and West,QLD,AALL,,,,
2919,DMS,4836460109,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,MUSK,,,,
2920,DMS,2127046007,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2921,DMS,2824413509,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
2922,DMS,5075925609,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,1.0,1.0,,
2923,DMS,7040906119,0212814B,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,AALL,0.0,8.0,,
2924,DMS,780925007,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,0.0,8.0,,
2925,DMS,6213727409,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
2926,DMS,5479645909,0212866C,ML47,AimBig Employment MILDURA,4SUN,South Australia,VIC,MENH,,,,
2927,DMS,987813209,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2928,DMS,9823706209,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,0.0,0.0,,
2929,ESS,3363526003,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
2930,DMS,19261180,0212868E,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MENH,,,,
2931,DMS,12890560,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,1.0,1.0,,
2932,ESS,5599922003,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
2933,DMS,921081119,0212796E,MO57,AimBig Employment UPPER MOUNT GRAVATT,4SOB,QLD South and West,QLD,MENH,,,,
2934,DMS,19032760,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
2935,DMS,984106019,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
2936,ESS,160964003,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,0.0,8.0,,
2937,DMS,3585753009,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
2938,DMS,5976420005,0212868E,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MENH,0.0,0.0,,
2939,DMS,6961035609,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,,,,
2940,DMS,8288049709,0212853J,Y937,AimBig Employment BLACKTOWN,4OWS,South Western Sydney,NSW,MENH,,,,
2941,DMS,1416252003,0212853J,Y937,AimBig Employment BLACKTOWN,4OWS,South Western Sydney,NSW,MENH,,,,
2942,DMS,7890175909,0212841E,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,AALL,0.0,8.0,,
2943,ESS,12679710,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,1.0,5.0,,
2944,DMS,8342674003,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,,,,
2945,DMS,5443054609,0212854K,ML87,AimBig Employment MOUNT DRUITT,4OWS,South Western Sydney,NSW,MUSK,,,,
2946,DMS,105322004,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,MENH,,,,
2947,DMS,3005561008,0212832D,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MUSK,,,,
2948,DMS,2746909,0212820K,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,MENH,1.0,1.0,,
2949,DMS,7096173709,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2950,ESS,4148222009,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
2951,DMS,7434614003,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
2952,ESS,6917596003,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,1.0,1.0,,
2953,DMS,8333966019,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH,,,,
2954,DMS,6938711909,0212820K,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MENH,0.0,0.0,,
2955,DMS,3663271809,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH,0.0,0.0,,
2956,DMS,461772004,0212828H,FX88,AimBig Employment Pty Ltd. ARMIDALE,4NEE,Northern NSW,NSW,AALL,,,,
2957,DMS,8810290109,0212821A,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MUSK,0.0,0.0,,
2958,DMS,9278556209,0212841E,NW77,AimBig Employment HORNSBY,4CWS,Northern Sydney,NSW,AALL,,,,
2959,DMS,566810007,0212822B,YA67,AimBig Employment Pty Ltd BACCHUS MARSH,4WES,Western Victoria,VIC,MENH,,,,
2960,ESS,1838155609,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,0.0,8.0,,
2961,ESS,8579738809,0212881B,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL,0.0,8.0,,
2962,DMS,1469545609,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,1.0,1.0,,
2963,DMS,1348052209,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,MENH,,,,
2964,DMS,6888120003,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
2965,ESS,19314780,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,,,,
2966,DMS,18537260,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
2967,DMS,5377331007,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
2968,ESS,8381451509,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2969,DMS,7394248409,0212872A,ML17,AimBig Employment ORANGE,4PAT,Northern NSW,NSW,MENH,0.0,0.0,,
2970,ESS,5318669909,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,0.0,8.0,,
2971,DMS,7181601009,0212793B,FR58,AimBig Employment NERANG,4GOC,QLD South and West,QLD,MENH,0.0,0.0,,
2972,DMS,4387725509,0212861J,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,AALL,1.0,2.0,,
2973,ESS,779913809,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,,,,
2974,DMS,2745437609,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
2975,DMS,2298164609,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK,1.0,1.0,,
2976,DMS,2541763209,0212791K,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,MENH,,,,
2977,DMS,7344473609,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,0.0,0.0,,
2978,ESS,7326180,0212886G,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,,,,
2979,DMS,2233937019,0212861J,AC61,AimBig Employment GLENORCHY,4HOB,Tasmania,TAS,AALL,0.0,0.0,,
2980,ESS,9683363019,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,1.0,1.0,,
2981,DMS,9504058609,0212830B,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,AALL,,,,
2982,DMS,9154021509,0212861J,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,AALL,0.0,8.0,,
2983,ESS,5746773007,0212886G,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,,,,
2984,ESS,19856460,0212903C,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
2985,DMS,9537090,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
2986,DMS,9264087019,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
2987,ESS,1922877003,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,0.0,0.0,,
2988,ESS,4153792109,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
2989,DMS,5230607809,0212853J,Y937,AimBig Employment BLACKTOWN,4OWS,South Western Sydney,NSW,MENH,,,,
2990,DMS,1710372019,0212838K,AB41,AimBig Employment ROMA,4WDO,QLD South and West,QLD,AALL,0.0,0.0,,
2991,DMS,1972391004,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MENH,,,,
2992,DMS,4722790,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
2993,ESS,3803433009,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,0.0,0.0,,
